,Symbol,Weight,Ticker
552,ZR534600     Corp,0.07504943195913476,
553,AN710240     Corp,0.0751889483232806,
554,AM730933     Corp,0.07499944500296257,
555,ZP614158     Corp,0.07507265134262531,
556,ZQ582720     Corp,0.07491740350268261,
557,AZ678374     Corp,0.07506361427083222,
558,BJ333869     Corp,0.07471241304078413,
559,AU567738     Corp,0.07489999679886478,
560,AO701614     Corp,0.07497945563585909,
561,JK687987     Corp,0.07477641703555837,
562,AP043346     Corp,0.07468783001364981,
563,AP516256     Corp,0.0746235378957253,
564,BH560910     Corp,0.07446779359372306,
565,AZ855586     Corp,0.07434056223506427,
566,ZP609621     Corp,0.07456358795276177,
567,BJ196117     Corp,0.07432555556655647,
568,BK508612     Corp,0.0740048434864899,
569,AS018546     Corp,0.07394144000270984,
570,AZ016899     Corp,0.07399840530800934,
571,AP093654     Corp,0.0740429406624333,
572,ZR507608     Corp,0.07355874119165426,
573,ZS422676     Corp,0.07350087833373017,
574,AZ304629     Corp,0.07352547084177125,
575,AT308183     Corp,0.07358784010324505,
576,BJ225757     Corp,0.07318519362500651,
577,ZQ224872     Corp,0.0737087910039319,
578,AR072403     Corp,0.07331917402340307,
579,AN528193     Corp,0.07338490731950564,
580,AZ647193     Corp,0.07313769677275883,
581,AZ628262     Corp,0.0728356570975659,
582,AX464235     Corp,0.07293930799480962,
583,BM043179     Corp,0.07286355667444837,
584,AO582959     Corp,0.07257972692870998,
585,LW519612     Corp,0.07267376916796678,
586,ZQ184554     Corp,0.07247284810409255,
587,BM608321     Corp,0.07266353573429206,
588,AT061477     Corp,0.07269213802312996,
589,ZO480425     Corp,0.07272534594365218,
590,BK766854     Corp,0.07246333682626685,
591,ZO500932     Corp,0.07224875859651506,
592,AT281181     Corp,0.07219298161843041,
593,LW375188     Corp,0.07188374898816081,
594,AS756152     Corp,0.07172747568369861,
595,BK821373     Corp,0.07176064648406039,
596,BK913530     Corp,0.07169364218402191,
597,ZO392834     Corp,0.07169217778565692,
598,AQ657762     Corp,0.07124388074124714,
599,ZQ066551     Corp,0.07135695702572878,
600,ZQ875570     Corp,0.07112569890811493,
601,ZQ262991     Corp,0.07124791792025766,
602,LW485173     Corp,0.07121727113011414,
603,AP521302     Corp,0.071191580283126,
604,BK671332     Corp,0.07106904968660605,
605,AP447434     Corp,0.07125777227835431,
