,,Weights
"3,42",EXD,0.002
"3,42",RQI,0.002
"3,42",RNP,0.002
"3,42",BSTZ,0.002
"3,42",AIO,0.003
"3,42",CII,0.023
"3,42",BDJ,0.04
"3,42",CHN,0.001
"3,42",BGY,0.001
"3,42",IAF,0.002
"3,42",AWP,0.003
"3,42",BOE,0.003
"3,42",DPG,0.003
"3,42",NFJ,0.103
"3,42",AGD,0.002
"3,42",AEF,0.004
"3,42",ADX,0.495
"3,42",AOD,0.002
"3,42",BGR,0.003
"3,42",CPZ,0.011
"3,42",GLQ,0.001
"3,42",BCX,0.001
"3,42",JEQ,0.0
"3,42",IGR,0.002
"3,42",ASA,0.004
"3,42",PEO,0.035
"3,42",BIF,0.01
"3,42",CEM,0.0
"3,42",MIE,0.001
"3,42",CET,0.004
"3,42",DSE,0.001
"3,42",CTR,0.004
"3,42",GRF,0.052
"3,42",EMO,0.0
"3,42",SRV,0.003
"3,42",SZC,0.028
"3,42",CEN,0.006
"3,41",RFI,0.0
"3,41",STK,0.0
"3,41",BMEZ,0.0
"3,41",EOI,0.1
"3,41",EXD,0.0
"3,41",RQI,0.001
"3,41",RNP,0.001
"3,41",BSTZ,0.001
"3,41",AIO,0.001
"3,41",CII,0.021
"3,41",BDJ,0.04
"3,41",CHN,0.001
"3,41",BGY,0.002
"3,41",IAF,0.002
"3,41",AWP,0.003
"3,41",BOE,0.003
"3,41",DPG,0.003
"3,41",NFJ,0.003
"3,41",AGD,0.002
"3,41",AEF,0.004
"3,41",ADX,0.495
"3,41",AOD,0.004
"3,41",BGR,0.003
"3,41",CPZ,0.001
"3,41",GLQ,0.0
"3,41",BCX,0.001
"3,41",JEQ,0.001
"3,41",IGR,0.004
"3,41",ASA,0.003
"3,41",PEO,0.034
"3,41",BIF,0.0
"3,41",CEM,0.0
"3,41",MIE,0.003
"3,41",CET,0.168
"3,41",DSE,0.0
"3,41",CTR,0.0
"3,41",GRF,0.04
"3,41",EMO,0.0
"3,41",SRV,0.007
"3,41",SZC,0.042
"3,41",CEN,0.004
"3,40",STK,0.0
"3,40",BMEZ,0.0
"3,40",EOI,0.1
"3,40",EXD,0.0
"3,40",RQI,0.001
"3,40",RNP,0.001
"3,40",BSTZ,0.001
"3,40",AIO,0.001
"3,40",CII,0.021
"3,40",BDJ,0.04
"3,40",CHN,0.001
"3,40",BGY,0.002
"3,40",IAF,0.002
"3,40",AWP,0.003
"3,40",BOE,0.003
"3,40",DPG,0.003
"3,40",NFJ,0.003
"3,40",AGD,0.002
"3,40",AEF,0.004
"3,40",ADX,0.495
"3,40",AOD,0.004
"3,40",BGR,0.003
"3,40",CPZ,0.001
"3,40",GLQ,0.0
"3,40",BCX,0.001
"3,40",JEQ,0.001
"3,40",IGR,0.004
"3,40",ASA,0.003
"3,40",PEO,0.034
"3,40",BIF,0.0
"3,40",CEM,0.0
"3,40",MIE,0.003
"3,40",CET,0.168
"3,40",DSE,0.0
"3,40",CTR,0.0
"3,40",GRF,0.04
"3,40",EMO,0.0
"3,40",SRV,0.007
"3,40",SZC,0.042
"3,40",CEN,0.004
"3,39",BMEZ,0.0
"3,39",EOI,0.1
"3,39",EXD,0.0
"3,39",RQI,0.001
"3,39",RNP,0.001
"3,39",BSTZ,0.001
"3,39",AIO,0.001
"3,39",CII,0.021
"3,39",BDJ,0.04
"3,39",CHN,0.001
"3,39",BGY,0.002
"3,39",IAF,0.002
"3,39",AWP,0.003
"3,39",BOE,0.003
"3,39",DPG,0.003
"3,39",NFJ,0.003
"3,39",AGD,0.002
"3,39",AEF,0.004
"3,39",ADX,0.495
"3,39",AOD,0.004
"3,39",BGR,0.003
"3,39",CPZ,0.001
"3,39",GLQ,0.0
"3,39",BCX,0.001
"3,39",JEQ,0.001
"3,39",IGR,0.004
"3,39",ASA,0.003
"3,39",PEO,0.034
"3,39",BIF,0.0
"3,39",CEM,0.0
"3,39",MIE,0.003
"3,39",CET,0.168
"3,39",DSE,0.0
"3,39",CTR,0.0
"3,39",GRF,0.04
"3,39",EMO,0.0
"3,39",SRV,0.007
"3,39",SZC,0.042
"3,39",CEN,0.005
"3,38",EOI,0.08
"3,38",EXD,0.0
"3,38",RQI,0.0
"3,38",RNP,0.0
"3,38",BSTZ,0.0
"3,38",AIO,0.0
"3,38",CII,0.03
"3,38",BDJ,0.0
"3,38",CHN,0.0
"3,38",BGY,0.0
"3,38",IAF,0.0
"3,38",AWP,0.0
"3,38",BOE,0.0
"3,38",DPG,0.0
"3,38",NFJ,0.0
"3,38",AGD,0.0
"3,38",AEF,0.0
"3,38",ADX,0.49
"3,38",AOD,0.0
"3,38",BGR,0.0
"3,38",CPZ,0.01
"3,38",GLQ,0.0
"3,38",BCX,0.0
"3,38",JEQ,0.0
"3,38",IGR,0.002
"3,38",ASA,0.0
"3,38",PEO,0.04
"3,38",BIF,0.01
"3,38",CEM,0.0
"3,38",MIE,0.0
"3,38",CET,0.23
"3,38",DSE,0.007
"3,38",CTR,0.002
"3,38",GRF,0.042
"3,38",EMO,0.0
"3,38",SRV,0.0
"3,38",SZC,0.045
"3,38",CEN,0.01
"3,37",EXD,0.0
"3,37",RQI,0.0
"3,37",RNP,0.0
"3,37",BSTZ,0.0
"3,37",AIO,0.0
"3,37",CII,0.02
"3,37",BDJ,0.04
"3,37",CHN,0.0
"3,37",BGY,0.0
"3,37",IAF,0.0
"3,37",AWP,0.0
"3,37",BOE,0.0
"3,37",DPG,0.0
"3,37",NFJ,0.14
"3,37",AGD,0.0
"3,37",AEF,0.0
"3,37",ADX,0.53
"3,37",AOD,0.0
"3,37",BGR,0.0
"3,37",CPZ,0.02
"3,37",GLQ,0.0
"3,37",BCX,0.0
"3,37",JEQ,0.0
"3,37",IGR,0.0
"3,37",ASA,0.0
"3,37",PEO,0.05
"3,37",BIF,0.03
"3,37",CEM,0.0
"3,37",MIE,0.0
"3,37",CET,0.0
"3,37",DSE,0.0
"3,37",CTR,0.0
"3,37",GRF,0.07
"3,37",EMO,0.005
"3,37",SRV,0.002
"3,37",SZC,0.037
"3,37",CEN,0.057
"3,36",RQI,0.0
"3,36",RNP,0.0
"3,36",BSTZ,0.0
"3,36",AIO,0.0
"3,36",CII,0.02
"3,36",BDJ,0.04
"3,36",CHN,0.0
"3,36",BGY,0.0
"3,36",IAF,0.0
"3,36",AWP,0.0
"3,36",BOE,0.0
"3,36",DPG,0.0
"3,36",NFJ,0.0
"3,36",AGD,0.0
"3,36",AEF,0.0
"3,36",ADX,0.53
"3,36",AOD,0.0
"3,36",BGR,0.0
"3,36",CPZ,0.02
"3,36",GLQ,0.0
"3,36",BCX,0.0
"3,36",JEQ,0.0
"3,36",IGR,0.0
"3,36",ASA,0.0
"3,36",PEO,0.04
"3,36",BIF,0.01
"3,36",CEM,0.0
"3,36",MIE,0.0
"3,36",CET,0.238
"3,36",DSE,0.004
"3,36",CTR,0.001
"3,36",GRF,0.055
"3,36",EMO,0.0
"3,36",SRV,0.0
"3,36",SZC,0.035
"3,36",CEN,0.003
"3,35",RNP,0.0
"3,35",BSTZ,0.0
"3,35",AIO,0.0
"3,35",CII,0.03
"3,35",BDJ,0.05
"3,35",CHN,0.0
"3,35",BGY,0.0
"3,35",IAF,0.0
"3,35",AWP,0.0
"3,35",BOE,0.0
"3,35",DPG,0.0
"3,35",NFJ,0.13
"3,35",AGD,0.001
"3,35",AEF,0.0
"3,35",ADX,0.54
"3,35",AOD,0.0
"3,35",BGR,0.0
"3,35",CPZ,0.01
"3,35",GLQ,0.0
"3,35",BCX,0.0
"3,35",JEQ,0.0
"3,35",IGR,0.0
"3,35",ASA,0.0
"3,35",PEO,0.05
"3,35",BIF,0.02
"3,35",CEM,0.0
"3,35",MIE,0.0
"3,35",CET,0.0
"3,35",DSE,0.0
"3,35",CTR,0.008
"3,35",GRF,0.062
"3,35",EMO,0.0
"3,35",SRV,0.003
"3,35",SZC,0.048
"3,35",CEN,0.045
"3,34",BSTZ,0.0
"3,34",AIO,0.0
"3,34",CII,0.02
"3,34",BDJ,0.04
"3,34",CHN,0.0
"3,34",BGY,0.0
"3,34",IAF,0.0
"3,34",AWP,0.0
"3,34",BOE,0.0
"3,34",DPG,0.0
"3,34",NFJ,0.15
"3,34",AGD,0.001
"3,34",AEF,0.0
"3,34",ADX,0.55
"3,34",AOD,0.0
"3,34",BGR,0.0
"3,34",CPZ,0.02
"3,34",GLQ,0.0
"3,34",BCX,0.0
"3,34",JEQ,0.0
"3,34",IGR,0.0
"3,34",ASA,0.0
"3,34",PEO,0.04
"3,34",BIF,0.02
"3,34",CEM,0.0
"3,34",MIE,0.0
"3,34",CET,0.0
"3,34",DSE,0.004
"3,34",CTR,0.006
"3,34",GRF,0.056
"3,34",EMO,0.001
"3,34",SRV,0.001
"3,34",SZC,0.046
"3,34",CEN,0.044
"3,33",AIO,0.0
"3,33",CII,0.02
"3,33",BDJ,0.048
"3,33",CHN,0.0
"3,33",BGY,0.0
"3,33",IAF,0.0
"3,33",AWP,0.001
"3,33",BOE,0.001
"3,33",DPG,0.001
"3,33",NFJ,0.129
"3,33",AGD,0.0
"3,33",AEF,0.0
"3,33",ADX,0.56
"3,33",AOD,0.001
"3,33",BGR,0.0
"3,33",CPZ,0.01
"3,33",GLQ,0.0
"3,33",BCX,0.0
"3,33",JEQ,0.0
"3,33",IGR,0.001
"3,33",ASA,0.0
"3,33",PEO,0.05
"3,33",BIF,0.02
"3,33",CEM,0.0
"3,33",MIE,0.0
"3,33",CET,0.0
"3,33",DSE,0.0
"3,33",CTR,0.0
"3,33",GRF,0.064
"3,33",EMO,0.005
"3,33",SRV,0.008
"3,33",SZC,0.058
"3,33",CEN,0.023
"3,32",CII,0.005
"3,32",BDJ,0.025
"3,32",CHN,0.0
"3,32",BGY,0.0
"3,32",IAF,0.001
"3,32",AWP,0.002
"3,32",BOE,0.002
"3,32",DPG,0.002
"3,32",NFJ,0.112
"3,32",AGD,0.0
"3,32",AEF,0.0
"3,32",ADX,0.539
"3,32",AOD,0.0
"3,32",BGR,0.0
"3,32",CPZ,0.02
"3,32",GLQ,0.0
"3,32",BCX,0.0
"3,32",JEQ,0.0
"3,32",IGR,0.0
"3,32",ASA,0.0
"3,32",PEO,0.052
"3,32",BIF,0.04
"3,32",CEM,0.0
"3,32",MIE,0.0
"3,32",CET,0.001
"3,32",DSE,0.0
"3,32",CTR,0.0
"3,32",GRF,0.1
"3,32",EMO,0.0
"3,32",SRV,0.0
"3,32",SZC,0.055
"3,32",CEN,0.043
"3,31",BDJ,0.05
"3,31",CHN,0.0
"3,31",BGY,0.0
"3,31",IAF,0.0
"3,31",AWP,0.001
"3,31",BOE,0.001
"3,31",DPG,0.001
"3,31",NFJ,0.001
"3,31",AGD,0.001
"3,31",AEF,0.0
"3,31",ADX,0.51
"3,31",AOD,0.001
"3,31",BGR,0.0
"3,31",CPZ,0.01
"3,31",GLQ,0.0
"3,31",BCX,0.001
"3,31",JEQ,0.001
"3,31",IGR,0.001
"3,31",ASA,0.007
"3,31",PEO,0.045
"3,31",BIF,0.02
"3,31",CEM,0.0
"3,31",MIE,0.009
"3,31",CET,0.24
"3,31",DSE,0.004
"3,31",CTR,0.003
"3,31",GRF,0.057
"3,31",EMO,0.0
"3,31",SRV,0.0
"3,31",SZC,0.035
"3,31",CEN,0.001
"3,30",CHN,0.0
"3,30",BGY,0.0
"3,30",IAF,0.0
"3,30",AWP,0.0
"3,30",BOE,0.0
"3,30",DPG,0.0
"3,30",NFJ,0.0
"3,30",AGD,0.0
"3,30",AEF,0.0
"3,30",ADX,0.54
"3,30",AOD,0.002
"3,30",BGR,0.003
"3,30",CPZ,0.0
"3,30",GLQ,0.0
"3,30",BCX,0.001
"3,30",JEQ,0.001
"3,30",IGR,0.006
"3,30",ASA,0.007
"3,30",PEO,0.041
"3,30",BIF,0.02
"3,30",CEM,0.004
"3,30",MIE,0.005
"3,30",CET,0.234
"3,30",DSE,0.004
"3,30",CTR,0.001
"3,30",GRF,0.055
"3,30",EMO,0.0
"3,30",SRV,0.01
"3,30",SZC,0.06
"3,30",CEN,0.003
"3,29",BGY,0.001
"3,29",IAF,0.001
"3,29",AWP,0.001
"3,29",BOE,0.001
"3,29",DPG,0.001
"3,29",NFJ,0.151
"3,29",AGD,0.0
"3,29",AEF,0.0
"3,29",ADX,0.59
"3,29",AOD,0.0
"3,29",BGR,0.0
"3,29",CPZ,0.012
"3,29",GLQ,0.0
"3,29",BCX,0.0
"3,29",JEQ,0.0
"3,29",IGR,0.0
"3,29",ASA,0.0
"3,29",PEO,0.04
"3,29",BIF,0.02
"3,29",CEM,0.0
"3,29",MIE,0.0
"3,29",CET,0.0
"3,29",DSE,0.0
"3,29",CTR,0.0
"3,29",GRF,0.06
"3,29",EMO,0.008
"3,29",SRV,0.004
"3,29",SZC,0.064
"3,29",CEN,0.047
"3,28",IAF,0.001
"3,28",AWP,0.001
"3,28",BOE,0.001
"3,28",DPG,0.001
"3,28",NFJ,0.001
"3,28",AGD,0.001
"3,28",AEF,0.001
"3,28",ADX,0.511
"3,28",AOD,0.0
"3,28",BGR,0.0
"3,28",CPZ,0.03
"3,28",GLQ,0.0
"3,28",BCX,0.0
"3,28",JEQ,0.0
"3,28",IGR,0.0
"3,28",ASA,0.0
"3,28",PEO,0.044
"3,28",BIF,0.018
"3,28",CEM,0.0
"3,28",MIE,0.0
"3,28",CET,0.251
"3,28",DSE,0.0
"3,28",CTR,0.0
"3,28",GRF,0.053
"3,28",EMO,0.0
"3,28",SRV,0.0
"3,28",SZC,0.03
"3,28",CEN,0.057
"3,27",AWP,0.0
"3,27",BOE,0.0
"3,27",DPG,0.0
"3,27",NFJ,0.0
"3,27",AGD,0.0
"3,27",AEF,0.0
"3,27",ADX,0.59
"3,27",AOD,0.0
"3,27",BGR,0.0
"3,27",CPZ,0.017
"3,27",GLQ,0.0
"3,27",BCX,0.0
"3,27",JEQ,0.0
"3,27",IGR,0.0
"3,27",ASA,0.0
"3,27",PEO,0.046
"3,27",BIF,0.014
"3,27",CEM,0.0
"3,27",MIE,0.0
"3,27",CET,0.228
"3,27",DSE,0.0
"3,27",CTR,0.0
"3,27",GRF,0.04
"3,27",EMO,0.0
"3,27",SRV,0.003
"3,27",SZC,0.06
"3,27",CEN,0.001
"3,26",BOE,0.016
"3,26",DPG,0.005
"3,26",NFJ,0.0
"3,26",AGD,0.0
"3,26",AEF,0.0
"3,26",ADX,0.54
"3,26",AOD,0.0
"3,26",BGR,0.0
"3,26",CPZ,0.016
"3,26",GLQ,0.0
"3,26",BCX,0.0
"3,26",JEQ,0.0
"3,26",IGR,0.001
"3,26",ASA,0.0
"3,26",PEO,0.041
"3,26",BIF,0.022
"3,26",CEM,0.0
"3,26",MIE,0.0
"3,26",CET,0.241
"3,26",DSE,0.0
"3,26",CTR,0.002
"3,26",GRF,0.055
"3,26",EMO,0.0
"3,26",SRV,0.0
"3,26",SZC,0.06
"3,26",CEN,0.001
"4,49",STK,0.006
"4,49",ADX,0.196
"4,49",CHN,0.001
"4,49",MIE,0.001
"4,49",SZC,0.001
"4,49",CII,0.001
"4,49",GRF,0.054
"4,49",BCX,0.0
"4,49",CRF,0.0
"4,49",CEN,0.001
"4,49",ASA,0.006
"4,49",AGD,0.008
"4,49",AIO,0.005
"4,49",RFI,0.0
"4,49",BME,0.0
"4,49",CPZ,0.021
"4,49",CEM,0.001
"4,49",BSTZ,0.0
"4,49",NFJ,0.0
"4,49",RNP,0.0
"4,49",EXD,0.0
"4,49",EOI,0.07
"4,49",CTR,0.0
"4,49",GLQ,0.0
"4,49",BGR,0.0
"4,49",JEQ,0.0
"4,49",DSE,0.0
"4,49",BDJ,0.04
"4,49",SRV,0.0
"4,49",CLM,0.0
"4,49",EMO,0.0
"4,49",DPG,0.0
"4,49",AWP,0.0
"4,49",EOS,0.02
"4,49",BIF,0.02
"4,49",ETJ,0.0
"4,49",IAF,0.0
"4,49",AOD,0.0
"4,49",BGY,0.0
"4,49",BMEZ,0.0
"4,49",CET,0.448
"4,49",UTF,0.007
"4,49",BOE,0.039
"4,49",IGR,0.008
"4,49",PEO,0.042
"4,49",DNP,0.001
"4,49",RQI,0.001
"4,49",AEF,0.001
"4,49",BUI,0.0
